"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
pro-plan-adult-cat-7-x-3kg;"PRO PLAN ADULT CAT 7+ X 3KG";"Gatos > Alimentos balanceados > ALIMENTOS SECOS > Pro Plan";;;;;;;64,600.00;;3.00;0.00;0.00;0.00;0;00461;;SI;NO;"<p>Alimento completo y balanceado para gatos de 7 o m&aacute;s a&ntilde;os.</p>

<p>Es una tecnolog&iacute;a exclusiva, formulada con una novedosa mezcla de amino&aacute;cidos, antioxidantes naturales, vitaminas del complejo B y omega 3 y 6, para ayudar a proteger y mantener la actividad cerebral y retrasar los signos del envejecimiento de tu gato.</p>

<p>&nbsp;</p>

<p><strong>Si deseas conocer la disponibilidad de nuestro producto, te invitamos a que nos contactes a trav&eacute;s de WhatsApp. Estamos disponibles para responder a todas tus preguntas y brindarte la informaci&oacute;n que necesitas</strong></p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;;;;SI;;;;
pro-plan-adult-cat-x-75kg;"PRO PLAN ADULT CAT X 7,5KG";"Gatos > Alimentos balanceados > ALIMENTOS SECOS > Pro Plan";;;;;;;117,600.00;;7.50;0.00;0.00;0.00;0;00458;;SI;NO;"<p>Alimento completo y balanceado para gatos adultos de todas las razas.</p>

<p>Es una tecnolog&iacute;a exclusiva, con una combinaci&oacute;n de prebi&oacute;ticos y antioxidantes naturales, que ayudan a optimizar la digesti&oacute;n y a mantener fuertes las defensas naturales de tu gato, protegiendo su sistema inmunol&oacute;gico contra las amenazas externas.</p>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horte ario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece</p>
";;;;;SI;;;;
pro-plan-adult-dog-chicken-15x100g-xi-x-01kg;"PRO PLAN ADULT DOG CHICKEN";"Perros > Alimentos balanceados > ALIMENTOS HUMEDOS, Perros > Alimentos balanceados > ALIMENTOS SECOS > Pro Plan";;;;;;;3,000.00;;0.10;0.00;0.00;0.00;0;00454;;SI;NO;"<p>Alimento h&uacute;medo completo y balanceado para perros adultos de todas las razas.</p>

<p>Una mezcla &uacute;nica de ingredientes que refuerzan los 3 sistemas naturales de protecci&oacute;n ayudando a los perros adultos a disfrutar una vida plena y saludable.</p>

<p>&nbsp;</p>

<p><strong>Si deseas conocer la disponibilidad de nuestro producto, te invitamos a que nos contactes a trav&eacute;s de WhatsApp. Estamos disponibles para responder a todas tus preguntas y brindarte la informaci&oacute;n que necesitas</strong></p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece</p>
";;;;;SI;;;;
pro-plan-adult-dog-raza-grande-x-3kg;"PRO PLAN ADULT DOG RAZA GRANDE X 3KG";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Pro Plan";;;;;;;39,500.00;;3.00;0.00;0.00;0.00;0;00431;;SI;NO;"<p>Provee nutrici&oacute;n de avanzada que ayuda a los perros de razas grandes a mantenerse fuertes y llenos de vitalidad.</p>

<p>Utilizando como ingrediente principal carne fresca de pollo, esta f&oacute;rmula ofrece, a trav&eacute;s de croquetas m&aacute;s grandes, una nutrici&oacute;n con alto contenido de prote&iacute;nas (26%) de calidad y menos calor&iacute;as provenientes de la grasa (12%).</p>

<p><strong>Si deseas conocer la disponibilidad de nuestro producto, te invitamos a que nos contactes a trav&eacute;s de WhatsApp. Estamos disponibles para responder a todas tus preguntas y brindarte la informaci&oacute;n que necesitas</strong></p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>&nbsp;</p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;;;;SI;;;;
pro-plan-adult-dog-raza-mediana-x-1kg;"PRO PLAN ADULT DOG RAZA MEDIANA X 1KG";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Pro Plan";;;;;;;10,900.00;;1.00;0.00;0.00;0.00;0;00429;;SI;NO;"<p>Provee nutrici&oacute;n de avanzada que ayuda a los perros de razas medianas de 1 a 7 a&ntilde;os de edad a mantenerse fuertes y llenos de vitalidad.</p>

<p>Con carne de pollo como ingrediente #1, fuente de prote&iacute;na de alto valor biol&oacute;gico y elevada digestibilidad que entrega un &oacute;ptimo nivel de nutrientes de manera eficaz.&nbsp;</p>

<p>Con Optihealth. Tecnolog&iacute;a exclusiva compuesto por una mezcla de nutrientes que incluye spirulina, una microalga natural con beneficiosas propiedades para la salud general de los perros, cuya eficacia ha sido cient&iacute;ficamente probada.</p>

<p>&nbsp;</p>

<p><strong>Si deseas conocer la disponibilidad de nuestro producto, te invitamos a que nos contactes a trav&eacute;s de WhatsApp. Estamos disponibles para responder a todas tus preguntas y brindarte la informaci&oacute;n que necesitas</strong></p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>&nbsp;</p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;;;;SI;;;;
pro-plan-cachorro-raza-grande-x-15kg;"PRO PLAN CACHORRO RAZA GRANDE X 15KG";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Pro Plan";;;;;;;143,500.00;;15.00;0.00;0.00;0.00;0;00428;;SI;NO;"<p>Protecci&oacute;n durante su primer a&ntilde;o de vida.</p>

<p>Los cachorros de razas grandes pueden tener un crecimiento anormal si no se les brinda una nutrici&oacute;n adecuada a sus necesidades espec&iacute;ficas. Durante la etapa de desarrollo la inmunidad del cachorro permanecer&aacute; baja, aumentando su vulnerabilidad.</p>

<p>&nbsp;</p>

<p><strong>Si deseas conocer la disponibilidad de nuestro producto, te invitamos a que nos contactes a trav&eacute;s de WhatsApp. Estamos disponibles para responder a todas tus preguntas y brindarte la informaci&oacute;n que necesitas</strong></p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;;;;SI;;;;
excellent-adult-dog-razas-medianas-y-grandes-x-20kg;"EXCELLENT ADULT DOG RAZAS MEDIANAS Y GRANDES X 20KG";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Excellent";;;;;;;92,800.00;;20.00;0.00;0.00;0.00;1;00493;;SI;NO;"<p>Los perros adultos tienen diferentes necesidades nutricionales que los cachorros o los perros maduro<strong>s.&nbsp;PURINA&reg;&nbsp;Excellent&reg;&nbsp;&nbsp;Adulto Pollo y Arroz &ndash; Razas Medianas y Grandes</strong>&nbsp;ofrece una f&oacute;rmula completa que incluye amino&aacute;cidos esenciales, inulina, vitaminas, minerales y zeolita, aportando un &oacute;ptimo balance nutricional y un sabor irresistible.Los perros adultos tienen diferentes necesidades nutricionales que los cachorros o los perros maduros.</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;;;;SI;;;;
shampoo-elmer-cachorro-x-250-ml;"SHAMPOO ELMER CACHORRO X 250 ML";"Perros > Salud\, Higiene y Estética > Shampoo y acondicionadores, Gatos > Salud\, Higiene y Estética > Shampoo";;;;;;;5,600.00;;0.00;0.00;0.00;0.00;0;900081;;SI;NO;"<p>Shampoo para el lavado higiene de la piel y el pelo de Caninos y Felinos. Especialmente indicado por su suavidad para animales j&oacute;venes.</p>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido.</strong></p>

<p>Obtene los mejores productos de higiene para garantizar el bienestar de tu mascota, visita tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>

<p>&nbsp;</p>
";;;;;SI;;;;
shampoo-elmer-pulguicida-y-garrapaticida-x-250-ml;"SHAMPOO ELMER PULGUICIDA Y GARRAPATICIDA X 250 ML";"Perros > Salud\, Higiene y Estética > Shampoo y acondicionadores";;;;;;;5,600.00;;0.30;15.00;15.00;15.00;0;900082;;SI;NO;"<p>Shampoo pulguicida y garrapaticida para caninos.</p>

<p>Para la prevenci&oacute;n y tratamiento de pulgas y garrapatas.</p>

<ul>
	<li>No utilizar en cachorros menores de 6 meses.</li>
</ul>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido.</strong></p>

<p>Obtene los mejores productos de higiene para garantizar el bienestar de tu mascota, visita tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>

<p>&nbsp;</p>
";;;;;SI;;;;
shampoo-elmer-2-en-1-x-250-ml;"SHAMPOO ELMER 2 EN 1 X 250 ML";"Perros > Salud\, Higiene y Estética > Shampoo y acondicionadores, Gatos > Salud\, Higiene y Estética > Shampoo";;;;;;;5,600.00;;0.30;5.00;5.00;10.00;2;900080;;SI;NO;"<p>Para el lavado, higiene y acondicionamiento del pelaje de caninos, felinos, equinos, y bovinos.</p>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>Obtene los mejores productos de higiene para garantizar el bienestar de tu mascota, visita tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;;;;SI;;;;
therapy-feline-hypoallargenic-x-2-kg;"THERAPY FELINE HYPOALLARGENIC X 2 KG";"Gatos > Alimentos balanceados, Gatos > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Therapy";;;;;;;37,300.00;;2.00;0.00;0.00;0.00;0;00360;;SI;NO;"<p>Vitalcan Therapy Feline Hypoallergenic Care es un alimento completo de prescripci&oacute;n para gatos de todas las edades que presentan alergia e intolerancia alimentaria con manifestaciones digestivas y/o cut&aacute;neas. Este alimento ha sido elaborado con prote&iacute;nas hidrolizadas de bajo peso molecular y carbohidratos especialmente seleccionados para colaborar con el tratamiento de estas patolog&iacute;as.</p>

<p>&nbsp;</p>

<p><strong>Si deseas conocer la disponibilidad de nuestro producto, te invitamos a que nos contactes a trav&eacute;s de WhatsApp. Estamos disponibles para responder a todas tus preguntas y brindarte la informaci&oacute;n que necesitas</strong></p>

<p>&nbsp;</p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>

<p>&nbsp;</p>
";;;;;SI;;;;
therapy-feline-renal-care-x-2-kg;"THERAPY FELINE RENAL CARE X 2 KG";"Gatos > Alimentos balanceados, Gatos > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Therapy";;;;;;;27,900.00;;2.00;0.00;0.00;0.00;0;00361;;SI;NO;"<p>Vitalcan Therapy Renal Care es un alimento de prescripci&oacute;n m&eacute;dica para gatos adultos con enfermedad renal cr&oacute;nica (ERC). Su bajo contenido de f&oacute;sforo potencia el funcionamiento del ri&ntilde;&oacute;n. Aporta prote&iacute;nas de alto valor biol&oacute;gico y digestibilidad que minimizan su catabolismo. Su combinaci&oacute;n de ingredientes previene tambi&eacute;n patolog&iacute;as asociadas, tales como la hipertensi&oacute;n.</p>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido.</strong></p>

<p>&nbsp;</p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;;;;SI;;;;
therapy-feline-urinary-health-x-2-kg;"THERAPY FELINE URINARY HEALTH X 2 KG";"Gatos > Alimentos balanceados, Gatos > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Therapy";;;;;;;30,500.00;;2.00;0.00;0.00;0.00;0;00362;;SI;NO;"<p>Vitalcan Therapy Feline Urinary Care colabora en la disoluci&oacute;n de los c&aacute;lculos urinarios de estruvita. Su f&oacute;rmula est&aacute; indicada en las principales patolog&iacute;as del tracto urinario inferior felino (FLUTD).</p>

<p>Este alimento de prescripci&oacute;n contiene antiinflamatorios naturales de las v&iacute;as urinarias bajas y estimula la ingesta de agua con el objeto de lograr una mayor diuresis.</p>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido.</strong></p>

<p>&nbsp;</p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;;;;SI;;;;
therapy-feline-urinary-health-x75-kg;"THERAPY FELINE URINARY HEALTH X7,5 KG";"Gatos > Alimentos balanceados, Gatos > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Therapy";;;;;;;92,300.00;;7.50;0.00;0.00;0.00;0;00363;;SI;NO;"<p style=""box-sizing: inherit; margin-top: 0px; line-height: 20px; color: rgb(13, 24, 22); font-family: montserrat, sans-serif; font-size: 14px;"">Vitalcan Therapy Feline Urinary Care colabora en la disoluci&oacute;n de los c&aacute;lculos urinarios de estruvita. Su f&oacute;rmula est&aacute; indicada en las principales patolog&iacute;as del tracto urinario inferior felino (FLUTD).</p>

<p style=""box-sizing: inherit; margin-top: 0px; line-height: 20px; color: rgb(13, 24, 22); font-family: montserrat, sans-serif; font-size: 14px;"">Este alimento de prescripci&oacute;n contiene antiinflamatorios naturales de las v&iacute;as urinarias bajas y estimula la ingesta de agua con el objeto de lograr una mayor diuresis.</p>

<p style=""box-sizing: inherit; margin-top: 0px; line-height: 20px; color: rgb(13, 24, 22); font-family: montserrat, sans-serif; font-size: 14px;"">&nbsp;</p>

<p style=""box-sizing: inherit; margin-top: 0px; line-height: 20px; color: rgb(13, 24, 22); font-family: montserrat, sans-serif; font-size: 14px;""><strong style=""box-sizing: inherit;"">Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido.</strong></p>

<p style=""box-sizing: inherit; margin-top: 0px; line-height: 20px; color: rgb(13, 24, 22); font-family: montserrat, sans-serif; font-size: 14px;"">&nbsp;</p>

<p style=""box-sizing: inherit; margin-top: 0px; line-height: 20px; color: rgb(13, 24, 22); font-family: montserrat, sans-serif; font-size: 14px;"">Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;;;;SI;;;;
conjunto-pretal-y-correa-2-0;"CONJUNTO PRETAL Y CORREA 2.0";"Perros > Accesorios > Elementos de paseo ";;;;;;;12,500.00;;0.00;0.00;0.00;0.00;1;900037;;SI;NO;"<p>Conjunto de pretal y correa de nylon.&nbsp;</p>

<p><font color=""#575757"" face=""Open Sans, Arial, Helvetica, sans-serif"" style=""box-sizing: inherit; font-size: 14px;"">&nbsp;Este conjunto le proporciona</font><font color=""#575757"" face=""Open Sans, Arial, Helvetica, sans-serif"" style=""box-sizing: inherit; font-size: 14px;"">r&aacute; a tu mascota comodidad durante paseos y actividades diarias.&nbsp;&nbsp;Es un producto de excelente calidad y podes conseguirlos en varios colores.</font></p>

<p>&nbsp;</p>

<p><strong style=""box-sizing: inherit;"">Elecci&oacute;n de colores: D&eacute;janos tus preferencias de colores en las notas al finalizar tu pedido.</strong></p>

<div style=""box-sizing: inherit; color: rgb(13, 24, 22); font-family: montserrat, sans-serif; font-size: 14px;""><strong style=""box-sizing: inherit;"">Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido.</strong></div>

<div style=""box-sizing: inherit; color: rgb(13, 24, 22); font-family: montserrat, sans-serif; font-size: 14px;"">&nbsp;</div>

<div style=""box-sizing: inherit; color: rgb(13, 24, 22); font-family: montserrat, sans-serif; font-size: 14px;"">Aseg&uacute;rate de que tu mascota cuente con accesorios de paseo de la m&aacute;s alta calidad para hacer sus salidas a&uacute;n m&aacute;s especiales, y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</div>
";;;;;SI;;;;
